No,Latitude,Longitude,Altitude
822,33.931137,-84.442577,0.0
823,33.930720,-84.442656,0.0
824,33.930233,-84.442599,0.0
825,33.929912,-84.442334,0.0
826,33.929796,-84.442040,0.0
827,33.929584,-84.441997,0.0
828,33.929336,-84.442083,0.0
829,33.929503,-84.442435,0.0
830,33.929413,-84.442644,0.0
831,33.929425,-84.443096,0.0
832,33.929061,-84.443202,0.0
833,33.928832,-84.442870,0.0
834,33.928609,-84.442715,0.0
835,33.928365,-84.442871,0.0
836,33.928350,-84.443062,0.0
837,33.928253,-84.443128,0.0
838,33.928163,-84.442954,0.0
839,33.928247,-84.442802,0.0
840,33.928262,-84.442548,0.0
841,33.928437,-84.442524,0.0
842,33.928532,-84.442535,0.0
843,33.928552,-84.442345,0.0
844,33.928449,-84.442167,0.0
845,33.928447,-84.441846,0.0
846,33.928298,-84.442075,0.0
847,33.928217,-84.442257,0.0
848,33.928102,-84.442248,0.0
849,33.927999,-84.442368,0.0
850,33.927980,-84.442616,0.0
851,33.927939,-84.442900,0.0
852,33.927791,-84.442687,0.0
853,33.927591,-84.442887,0.0
854,33.927219,-84.443264,0.0
855,33.927150,-84.443205,0.0
856,33.927112,-84.442816,0.0
857,33.926914,-84.443094,0.0
858,33.926882,-84.443377,0.0
859,33.926723,-84.443561,0.0
860,33.926721,-84.443828,0.0
861,33.926580,-84.443813,0.0
862,33.926108,-84.443760,0.0
863,33.925869,-84.443768,0.0
864,33.925399,-84.443871,0.0
865,33.924993,-84.443719,0.0
866,33.924383,-84.443523,0.0
867,33.924079,-84.443529,0.0
868,33.923850,-84.443757,0.0
869,33.923676,-84.444130,0.0
870,33.923000,-84.444771,0.0
871,33.921773,-84.446209,0.0
872,33.921678,-84.446112,0.0
873,33.921071,-84.446145,0.0
874,33.920804,-84.446384,0.0
875,33.920719,-84.446710,0.0
876,33.920564,-84.446885,0.0
877,33.920287,-84.446850,0.0
878,33.920019,-84.446540,0.0
879,33.919659,-84.446227,0.0
880,33.919424,-84.446020,0.0
881,33.919144,-84.445930,0.0
882,33.918900,-84.446015,0.0
883,33.918595,-84.446165,0.0
884,33.918625,-84.446563,0.0
885,33.918599,-84.446713,0.0
886,33.918820,-84.446916,0.0
887,33.918700,-84.447003,0.0
888,33.918432,-84.446968,0.0
889,33.917951,-84.446572,0.0
890,33.917618,-84.446752,0.0
891,33.916790,-84.446393,0.0
892,33.916431,-84.446460,0.0
893,33.916065,-84.446764,0.0
894,33.915807,-84.446870,0.0
895,33.916243,-84.445981,0.0
896,33.916382,-84.445583,0.0
897,33.916953,-84.444878,0.0
898,33.917407,-84.444279,0.0
899,33.918254,-84.443551,0.0
900,33.919262,-84.442247,0.0
901,33.920082,-84.441039,0.0
902,33.920634,-84.440180,0.0
903,33.920960,-84.439833,0.0
904,33.920612,-84.440313,0.0
905,33.920147,-84.440964,0.0
906,33.920484,-84.441528,0.0
907,33.920606,-84.441861,0.0
908,33.920886,-84.441691,0.0
909,33.921018,-84.441839,0.0
910,33.921127,-84.441707,0.0
911,33.921361,-84.441874,0.0
912,33.921388,-84.442023,0.0
913,33.921509,-84.442328,0.0
914,33.921587,-84.442498,0.0
915,33.921838,-84.442718,0.0
916,33.922189,-84.442957,0.0
917,33.922292,-84.443198,0.0
918,33.922810,-84.443414,0.0
919,33.923092,-84.443329,0.0
920,33.923318,-84.443086,0.0
921,33.923557,-84.442994,0.0
922,33.923602,-84.443103,0.0
923,33.923574,-84.443467,0.0
924,33.923805,-84.443716,0.0
925,33.923972,-84.443531,0.0
926,33.924231,-84.443498,0.0
927,33.924687,-84.443628,0.0
928,33.925244,-84.443777,0.0
929,33.925634,-84.443839,0.0
930,33.926039,-84.443738,0.0
931,33.926650,-84.443784,0.0
932,33.926755,-84.443733,0.0
933,33.926773,-84.443436,0.0
934,33.926890,-84.443300,0.0
935,33.926959,-84.442989,0.0
936,33.927147,-84.442858,0.0
937,33.927127,-84.443295,0.0
938,33.927366,-84.443207,0.0
939,33.927714,-84.442769,0.0
940,33.927808,-84.442773,0.0
941,33.927864,-84.442898,0.0
942,33.927986,-84.442824,0.0
943,33.928026,-84.442269,0.0
944,33.928211,-84.442201,0.0
945,33.928389,-84.441880,0.0
946,33.928488,-84.441956,0.0
947,33.928493,-84.442162,0.0
948,33.928601,-84.442380,0.0
949,33.928571,-84.442516,0.0
950,33.928452,-84.442574,0.0
951,33.928295,-84.442625,0.0
952,33.928288,-84.442820,0.0
953,33.928207,-84.442949,0.0
954,33.928282,-84.443050,0.0
955,33.928337,-84.442812,0.0
956,33.928563,-84.442693,0.0
957,33.928779,-84.442788,0.0
958,33.928962,-84.443038,0.0
959,33.929106,-84.443138,0.0
960,33.929376,-84.443030,0.0
961,33.929350,-84.442649,0.0
962,33.929433,-84.442404,0.0
963,33.929309,-84.442150,0.0
964,33.929385,-84.441986,0.0
965,33.929684,-84.441926,0.0
966,33.929874,-84.442112,0.0
967,33.930000,-84.442420,0.0
968,33.930275,-84.442559,0.0
969,33.930719,-84.442575,0.0
970,33.931139,-84.442541,0.0
971,33.931364,-84.442598,0.0
972,33.931739,-84.442655,0.0
973,33.931836,-84.442507,0.0
974,33.931923,-84.442199,0.0
975,33.932091,-84.441902,0.0
976,33.932206,-84.441646,0.0
977,33.932450,-84.441569,0.0
978,33.932656,-84.441381,0.0
979,33.932825,-84.441402,0.0
980,33.932902,-84.441764,0.0
981,33.932898,-84.442220,0.0
982,33.933151,-84.442694,0.0
983,33.933408,-84.442903,0.0
984,33.933670,-84.442732,0.0
985,33.933975,-84.442425,0.0
986,33.934404,-84.442035,0.0
987,33.934627,-84.441985,0.0
988,33.934679,-84.441791,0.0
989,33.934519,-84.441394,0.0
990,33.934586,-84.441219,0.0
991,33.934729,-84.441102,0.0
992,33.934857,-84.440745,0.0
993,33.934890,-84.440437,0.0
994,33.935047,-84.440173,0.0
995,33.934947,-84.439947,0.0
996,33.935019,-84.439857,0.0
997,33.934998,-84.439668,0.0
998,33.935243,-84.439679,0.0
999,33.935484,-84.439566,0.0
1000,33.935869,-84.439069,0.0
1001,33.936146,-84.438819,0.0
1002,33.936296,-84.439047,0.0
1003,33.936316,-84.439477,0.0
1004,33.936239,-84.439811,0.0
1005,33.936231,-84.440252,0.0
1006,33.936447,-84.440359,0.0
1007,33.936792,-84.440411,0.0
1008,33.937094,-84.440830,0.0
1009,33.937361,-84.441600,0.0
1010,33.937628,-84.442013,0.0
1011,33.937796,-84.442498,0.0
1012,33.937813,-84.442580,0.0
1013,33.937490,-84.441846,0.0
1014,33.937279,-84.441355,0.0
1015,33.937041,-84.440681,0.0
1016,33.936699,-84.440316,0.0
1017,33.936338,-84.440359,0.0
1018,33.936262,-84.440185,0.0
1019,33.936247,-84.439774,0.0
1020,33.936330,-84.439516,0.0
1021,33.936298,-84.438933,0.0
1022,33.936005,-84.438908,0.0
1023,33.935585,-84.439458,0.0
1024,33.935096,-84.439686,0.0
1025,33.934958,-84.439561,0.0
1026,33.934799,-84.439243,0.0
1027,33.934725,-84.438841,0.0
1028,33.934616,-84.438625,0.0
1029,33.934449,-84.438294,0.0
1030,33.934616,-84.438054,0.0
1031,33.934663,-84.437676,0.0
1032,33.934972,-84.437447,0.0
1033,33.935069,-84.437084,0.0
1034,33.935289,-84.436917,0.0
1035,33.935435,-84.436745,0.0
1036,33.935518,-84.436522,0.0
1037,33.935780,-84.436533,0.0
1038,33.935776,-84.436673,0.0
1039,33.935943,-84.436745,0.0
1040,33.936747,-84.436357,0.0
1041,33.936944,-84.435842,0.0
1042,33.936790,-84.435092,0.0
1043,33.936219,-84.435118,0.0
1044,33.936099,-84.435032,0.0
1045,33.935653,-84.434638,0.0
1046,33.935103,-84.434377,0.0
1047,33.934592,-84.434451,0.0
1048,33.934446,-84.434647,0.0
1049,33.934331,-84.434569,0.0
1050,33.934230,-84.434096,0.0
1051,33.934130,-84.433899,0.0
1052,33.933912,-84.433854,0.0
1053,33.933618,-84.434019,0.0
1054,33.933589,-84.434297,0.0
1055,33.933260,-84.434502,0.0
1056,33.933308,-84.434761,0.0
1057,33.933235,-84.434942,0.0
1058,33.932586,-84.435137,0.0
1059,33.932380,-84.435026,0.0
1060,33.932275,-84.435357,0.0
1061,33.932179,-84.435659,0.0
1062,33.931696,-84.435732,0.0
1063,33.931652,-84.435895,0.0
1064,33.931575,-84.436038,0.0
1065,33.931237,-84.436017,0.0
1066,33.930865,-84.436608,0.0
1067,33.930685,-84.437107,0.0
1068,33.930402,-84.437449,0.0
1069,33.930343,-84.437997,0.0
1070,33.929981,-84.438163,0.0
1071,33.929612,-84.438766,0.0
1072,33.929591,-84.439169,0.0
1073,33.929425,-84.439357,0.0
1074,33.929403,-84.439531,0.0
1075,33.928930,-84.440324,0.0
1076,33.928834,-84.440849,0.0
1077,33.928777,-84.441296,0.0
1078,33.928551,-84.441372,0.0
1079,33.928526,-84.441645,0.0
1080,33.928152,-84.442091,0.0
1081,33.928169,-84.442197,0.0
1082,33.928012,-84.442297,0.0
1083,33.927955,-84.442898,0.0
1084,33.927772,-84.442663,0.0
1085,33.927340,-84.443218,0.0
1086,33.927138,-84.443211,0.0
1087,33.927110,-84.442838,0.0
1088,33.926911,-84.443322,0.0
1089,33.926713,-84.443521,0.0
1090,33.926532,-84.442996,0.0
1091,33.926557,-84.442551,0.0
1092,33.926880,-84.441712,0.0
1093,33.927048,-84.441286,0.0
1094,33.926854,-84.441301,0.0
1095,33.926763,-84.441419,0.0
1096,33.926744,-84.441599,0.0
1097,33.926439,-84.441571,0.0
1098,33.926205,-84.441415,0.0
1099,33.925932,-84.441784,0.0
1100,33.925824,-84.441483,0.0
1101,33.925736,-84.441076,0.0
1102,33.925537,-84.440974,0.0
1103,33.925312,-84.441140,0.0
1104,33.925184,-84.440716,0.0
1105,33.924887,-84.440255,0.0
1106,33.924524,-84.439906,0.0
1107,33.924364,-84.439937,0.0
1108,33.924374,-84.440127,0.0
1109,33.924566,-84.440616,0.0
1110,33.924234,-84.440867,0.0
1111,33.923947,-84.441007,0.0
1112,33.923665,-84.440929,0.0
1113,33.923373,-84.440377,0.0
1114,33.923192,-84.440303,0.0
1115,33.922835,-84.440370,0.0
1116,33.922508,-84.440183,0.0
1117,33.922523,-84.440021,0.0
1118,33.922299,-84.439994,0.0
1119,33.922160,-84.440148,0.0
1120,33.922499,-84.440533,0.0
1121,33.922534,-84.440786,0.0
1122,33.922397,-84.440938,0.0
1123,33.922103,-84.440833,0.0
1124,33.921618,-84.440422,0.0
1125,33.921248,-84.440283,0.0
1126,33.920882,-84.440527,0.0
1127,33.920768,-84.440849,0.0
1128,33.920779,-84.441163,0.0
1129,33.920462,-84.441442,0.0
1130,33.920213,-84.441162,0.0
1131,33.920110,-84.440924,0.0
1132,33.920522,-84.440443,0.0
1133,33.920802,-84.440062,0.0
1134,33.921178,-84.439794,0.0
1135,33.920853,-84.439970,0.0
1136,33.920548,-84.440334,0.0
1137,33.920235,-84.440785,0.0
1138,33.919943,-84.441139,0.0
1139,33.919248,-84.442258,0.0
1140,33.917939,-84.443854,0.0
1141,33.917258,-84.444448,0.0
1142,33.916703,-84.445156,0.0
1143,33.916345,-84.445585,0.0
1144,33.915986,-84.446553,0.0
1145,33.916422,-84.446383,0.0
1146,33.917640,-84.446766,0.0
1147,33.917979,-84.446598,0.0
1148,33.918532,-84.447023,0.0
1149,33.918829,-84.446944,0.0
1150,33.918563,-84.446687,0.0
1151,33.918612,-84.446401,0.0
1152,33.918583,-84.446152,0.0
1153,33.919160,-84.445921,0.0
1154,33.919455,-84.446018,0.0
1155,33.919858,-84.446453,0.0
1156,33.920075,-84.446553,0.0
1157,33.920261,-84.446894,0.0
1158,33.920650,-84.446880,0.0
1159,33.920773,-84.446411,0.0
1160,33.921011,-84.446180,0.0
1161,33.921664,-84.446079,0.0
1162,33.921920,-84.446079,0.0
1163,33.923260,-84.444484,0.0
1164,33.923619,-84.444225,0.0
1165,33.923839,-84.443728,0.0
1166,33.924114,-84.443519,0.0
1167,33.924639,-84.443615,0.0
1168,33.925360,-84.443885,0.0
1169,33.926070,-84.443787,0.0
1170,33.926591,-84.443801,0.0
1171,33.926732,-84.443767,0.0
1172,33.926788,-84.443447,0.0
1173,33.926898,-84.443388,0.0
1174,33.926997,-84.442961,0.0
1175,33.927164,-84.442852,0.0
1176,33.927160,-84.443275,0.0
1177,33.927397,-84.443170,0.0
1178,33.927746,-84.442752,0.0
1179,33.927868,-84.442881,0.0
1180,33.927965,-84.442798,0.0
1181,33.928057,-84.442324,0.0
1182,33.928139,-84.442269,0.0
1183,33.928274,-84.442180,0.0
1184,33.928380,-84.441930,0.0
1185,33.928490,-84.441893,0.0
1186,33.928467,-84.442168,0.0
1187,33.928572,-84.442476,0.0
1188,33.928456,-84.442538,0.0
1189,33.928259,-84.442551,0.0
1190,33.928236,-84.442800,0.0
1191,33.928198,-84.443055,0.0
1192,33.928284,-84.443141,0.0
1193,33.928341,-84.443003,0.0
1194,33.928445,-84.442780,0.0
1195,33.928669,-84.442737,0.0
1196,33.928912,-84.442951,0.0
1197,33.929074,-84.443188,0.0
1198,33.929394,-84.443110,0.0
1199,33.929386,-84.442658,0.0
1200,33.929471,-84.442467,0.0
1201,33.929301,-84.442093,0.0
1202,33.929625,-84.441934,0.0
1203,33.929837,-84.442070,0.0
1204,33.929929,-84.442342,0.0
1205,33.930237,-84.442554,0.0
1206,33.930694,-84.442607,0.0
1207,33.931176,-84.442581,0.0
1208,33.931704,-84.442703,0.0
1209,33.931891,-84.442482,0.0
1210,33.931879,-84.442252,0.0
1211,33.932058,-84.441974,0.0
1212,33.932291,-84.441606,0.0
1213,33.932575,-84.441500,0.0
1214,33.932707,-84.441365,0.0
1215,33.932845,-84.441474,0.0
1216,33.932820,-84.441694,0.0
1217,33.932891,-84.441858,0.0
1218,33.932877,-84.442208,0.0
1219,33.933286,-84.442853,0.0
1220,33.933631,-84.442884,0.0
1221,33.933740,-84.442639,0.0
1222,33.934379,-84.442066,0.0
1223,33.934718,-84.441891,0.0
1224,33.934480,-84.441431,0.0
1225,33.934569,-84.441227,0.0
1226,33.934706,-84.441139,0.0
1227,33.934826,-84.440760,0.0
1228,33.934925,-84.440422,0.0
1229,33.935068,-84.440142,0.0
1230,33.934955,-84.439995,0.0
1231,33.934972,-84.439788,0.0
1232,33.935068,-84.439608,0.0
1233,33.935322,-84.439643,0.0
1234,33.935598,-84.439366,0.0
1235,33.935924,-84.438994,0.0
1236,33.936179,-84.438891,0.0
1237,33.936269,-84.438984,0.0
1238,33.936265,-84.439185,0.0
1239,33.936292,-84.439547,0.0
1240,33.936203,-84.439796,0.0
1241,33.936273,-84.440289,0.0
1242,33.936432,-84.440360,0.0
1243,33.936666,-84.440370,0.0
1244,33.936971,-84.440612,0.0
1245,33.937306,-84.441555,0.0
1246,33.937848,-84.442542,0.0
1247,33.937813,-84.442580,0.0
1248,33.937490,-84.441846,0.0
1249,33.937279,-84.441355,0.0
1250,33.937041,-84.440681,0.0
1251,33.936699,-84.440316,0.0
1252,33.936338,-84.440359,0.0
1253,33.936262,-84.440185,0.0
1254,33.936247,-84.439774,0.0
1255,33.936330,-84.439516,0.0
1256,33.936298,-84.438933,0.0
1257,33.936005,-84.438908,0.0
1258,33.935585,-84.439458,0.0
1259,33.935096,-84.439686,0.0
1260,33.934958,-84.439561,0.0
1261,33.934799,-84.439243,0.0
1262,33.934725,-84.438841,0.0
1263,33.934616,-84.438625,0.0
1264,33.934449,-84.438294,0.0
1265,33.934616,-84.438054,0.0
1266,33.934663,-84.437676,0.0
1267,33.934972,-84.437447,0.0
1268,33.935069,-84.437084,0.0
1269,33.935289,-84.436917,0.0
1270,33.935435,-84.436745,0.0
1271,33.935518,-84.436522,0.0
1272,33.935780,-84.436533,0.0
1273,33.935776,-84.436673,0.0
1274,33.935943,-84.436745,0.0
1275,33.936747,-84.436357,0.0
1276,33.936944,-84.435842,0.0
1277,33.936790,-84.435092,0.0
1278,33.936219,-84.435118,0.0
1279,33.936099,-84.435032,0.0
1280,33.935653,-84.434638,0.0
1281,33.935103,-84.434377,0.0
1282,33.934592,-84.434451,0.0
1283,33.934446,-84.434647,0.0
1284,33.934331,-84.434569,0.0
1285,33.934230,-84.434096,0.0
1286,33.934130,-84.433899,0.0
1287,33.933912,-84.433854,0.0
1288,33.933618,-84.434019,0.0
1289,33.933589,-84.434297,0.0
1290,33.933260,-84.434502,0.0
1291,33.933308,-84.434761,0.0
1292,33.933235,-84.434942,0.0
1293,33.932586,-84.435137,0.0
1294,33.932380,-84.435026,0.0
1295,33.932275,-84.435357,0.0
1296,33.932179,-84.435659,0.0
1297,33.931696,-84.435732,0.0
1298,33.931652,-84.435895,0.0
1299,33.931575,-84.436038,0.0
1300,33.931237,-84.436017,0.0
1301,33.930865,-84.436608,0.0
1302,33.930685,-84.437107,0.0
1303,33.930402,-84.437449,0.0
1304,33.930343,-84.437997,0.0
1305,33.929981,-84.438163,0.0
1306,33.929612,-84.438766,0.0
1307,33.929591,-84.439169,0.0
1308,33.929425,-84.439357,0.0
1309,33.929403,-84.439531,0.0
1310,33.928930,-84.440324,0.0
1311,33.928834,-84.440849,0.0
1312,33.928777,-84.441296,0.0
1313,33.928551,-84.441372,0.0
1314,33.928526,-84.441645,0.0
1315,33.928152,-84.442091,0.0
1316,33.928169,-84.442197,0.0
1317,33.928012,-84.442297,0.0
1318,33.927955,-84.442898,0.0
1319,33.927772,-84.442663,0.0
1320,33.927340,-84.443218,0.0
1321,33.927138,-84.443211,0.0
1322,33.927110,-84.442838,0.0
1323,33.926911,-84.443322,0.0
1324,33.926713,-84.443521,0.0
1325,33.926532,-84.442996,0.0
1326,33.926557,-84.442551,0.0
1327,33.926880,-84.441712,0.0
1328,33.927048,-84.441286,0.0
1329,33.926854,-84.441301,0.0
1330,33.926763,-84.441419,0.0
1331,33.926744,-84.441599,0.0
1332,33.926439,-84.441571,0.0
1333,33.926205,-84.441415,0.0
1334,33.925932,-84.441784,0.0
1335,33.925824,-84.441483,0.0
1336,33.925736,-84.441076,0.0
1337,33.925537,-84.440974,0.0
1338,33.925312,-84.441140,0.0
1339,33.925184,-84.440716,0.0
1340,33.924887,-84.440255,0.0
1341,33.924524,-84.439906,0.0
1342,33.924364,-84.439937,0.0
1343,33.924374,-84.440127,0.0
1344,33.924566,-84.440616,0.0
1345,33.924234,-84.440867,0.0
1346,33.923947,-84.441007,0.0
1347,33.923665,-84.440929,0.0
1348,33.923373,-84.440377,0.0
1349,33.923192,-84.440303,0.0
1350,33.922835,-84.440370,0.0
1351,33.922508,-84.440183,0.0
1352,33.922523,-84.440021,0.0
1353,33.922299,-84.439994,0.0
1354,33.922160,-84.440148,0.0
1355,33.922499,-84.440533,0.0
1356,33.922534,-84.440786,0.0
1357,33.922397,-84.440938,0.0
1358,33.922103,-84.440833,0.0
1359,33.921618,-84.440422,0.0
1360,33.921248,-84.440283,0.0
1361,33.920882,-84.440527,0.0
1362,33.920768,-84.440849,0.0
1363,33.920779,-84.441163,0.0
1364,33.920462,-84.441442,0.0
1365,33.920213,-84.441162,0.0
1366,33.920110,-84.440924,0.0
1367,33.920522,-84.440443,0.0
1368,33.920802,-84.440062,0.0
1369,33.921178,-84.439794,0.0
1370,33.920853,-84.439970,0.0
1371,33.920548,-84.440334,0.0
1372,33.920235,-84.440785,0.0
1373,33.919943,-84.441139,0.0
1374,33.919248,-84.442258,0.0
1375,33.917939,-84.443854,0.0
1376,33.917258,-84.444448,0.0
1377,33.916703,-84.445156,0.0
1378,33.916345,-84.445585,0.0
1379,33.915746,-84.447021,0.0
1380,33.914892,-84.448736,0.0
1381,33.916063,-84.448666,0.0
1382,33.916633,-84.448628,0.0
1383,33.917170,-84.449168,0.0
1384,33.917673,-84.450020,0.0
1385,33.918767,-84.451485,0.0
1386,33.919162,-84.450803,0.0
1387,33.919377,-84.450730,0.0
1388,33.919295,-84.450388,0.0
1389,33.919536,-84.450365,0.0
1390,33.919823,-84.450014,0.0
1391,33.920427,-84.449773,0.0
1392,33.920772,-84.449470,0.0
1393,33.920733,-84.449105,0.0
1394,33.920854,-84.448914,0.0
1395,33.921065,-84.449059,0.0
1396,33.921387,-84.447959,0.0
1397,33.921546,-84.447698,0.0
1398,33.922145,-84.447753,0.0
1399,33.922738,-84.447208,0.0
1400,33.923009,-84.447514,0.0
1401,33.923213,-84.447484,0.0
1402,33.923322,-84.447113,0.0
1403,33.923715,-84.447032,0.0
1404,33.924034,-84.446210,0.0
1405,33.924323,-84.446415,0.0
1406,33.924486,-84.446310,0.0
1407,33.924465,-84.445995,0.0
1408,33.924176,-84.445575,0.0
1409,33.924111,-84.445265,0.0
1410,33.924312,-84.445166,0.0
1411,33.924439,-84.444565,0.0
1412,33.924626,-84.444393,0.0
1413,33.924588,-84.444122,0.0
1414,33.924874,-84.444118,0.0
1415,33.925068,-84.444959,0.0
1416,33.924834,-84.445629,0.0
1417,33.925012,-84.445859,0.0
1418,33.925525,-84.445561,0.0
1419,33.925578,-84.445036,0.0
1420,33.925595,-84.444441,0.0
1421,33.925766,-84.444233,0.0
1422,33.925939,-84.444500,0.0
1423,33.926222,-84.444553,0.0
1424,33.926512,-84.444289,0.0
1425,33.926591,-84.443801,0.0
1426,33.926732,-84.443767,0.0
1427,33.926788,-84.443447,0.0
1428,33.926898,-84.443388,0.0
1429,33.926997,-84.442961,0.0
1430,33.927164,-84.442852,0.0
1431,33.927160,-84.443275,0.0
1432,33.927397,-84.443170,0.0
1433,33.927746,-84.442752,0.0
1434,33.927868,-84.442881,0.0
1435,33.927965,-84.442798,0.0
1436,33.928057,-84.442324,0.0
1437,33.928139,-84.442269,0.0
1438,33.928274,-84.442180,0.0
1439,33.928380,-84.441930,0.0
1440,33.928490,-84.441893,0.0
1441,33.928467,-84.442168,0.0
1442,33.928572,-84.442476,0.0
1443,33.928456,-84.442538,0.0
1444,33.928259,-84.442551,0.0
1445,33.928236,-84.442800,0.0
1446,33.928198,-84.443055,0.0
1447,33.928284,-84.443141,0.0
1448,33.928341,-84.443003,0.0
1449,33.928445,-84.442780,0.0
1450,33.928669,-84.442737,0.0
1451,33.928912,-84.442951,0.0
1452,33.929074,-84.443188,0.0
1453,33.929394,-84.443110,0.0
1454,33.929386,-84.442658,0.0
1455,33.929471,-84.442467,0.0
1456,33.929301,-84.442093,0.0
1457,33.929625,-84.441934,0.0
1458,33.929837,-84.442070,0.0
1459,33.929929,-84.442342,0.0
1460,33.930237,-84.442554,0.0
1461,33.930694,-84.442607,0.0
1462,33.931176,-84.442581,0.0
1463,33.931704,-84.442703,0.0
1464,33.931891,-84.442482,0.0
1465,33.931879,-84.442252,0.0
1466,33.932058,-84.441974,0.0
1467,33.932291,-84.441606,0.0
1468,33.932575,-84.441500,0.0
1469,33.932707,-84.441365,0.0
1470,33.932845,-84.441474,0.0
1471,33.932820,-84.441694,0.0
1472,33.932891,-84.441858,0.0
1473,33.932877,-84.442208,0.0
1474,33.933286,-84.442853,0.0
1475,33.933631,-84.442884,0.0
1476,33.933740,-84.442639,0.0
1477,33.934379,-84.442066,0.0
1478,33.934718,-84.441891,0.0
1479,33.934480,-84.441431,0.0
1480,33.934569,-84.441227,0.0
1481,33.934706,-84.441139,0.0
1482,33.934826,-84.440760,0.0
1483,33.934925,-84.440422,0.0
1484,33.935068,-84.440142,0.0
1485,33.934955,-84.439995,0.0
1486,33.934972,-84.439788,0.0
1487,33.935068,-84.439608,0.0
1488,33.935322,-84.439643,0.0
1489,33.935598,-84.439366,0.0
1490,33.935924,-84.438994,0.0
1491,33.936179,-84.438891,0.0
1492,33.936269,-84.438984,0.0
1493,33.936265,-84.439185,0.0
1494,33.936292,-84.439547,0.0
1495,33.936203,-84.439796,0.0
1496,33.936273,-84.440289,0.0
1497,33.936432,-84.440360,0.0
1498,33.936666,-84.440370,0.0
1499,33.936971,-84.440612,0.0
1500,33.937306,-84.441555,0.0
1501,33.937848,-84.442542,0.0
1502,33.903104,-84.444713,0.0
1503,33.904775,-84.445817,0.0
1504,33.906018,-84.446937,0.0
1505,33.906336,-84.447546,0.0
1506,33.907250,-84.448474,0.0
1507,33.907963,-84.448757,0.0
1508,33.908896,-84.448894,0.0
1509,33.909668,-84.448634,0.0
1510,33.910268,-84.448551,0.0
1511,33.910801,-84.448994,0.0
1512,33.911464,-84.449463,0.0
1513,33.911640,-84.449804,0.0
1514,33.911685,-84.450416,0.0
1515,33.911762,-84.450681,0.0
1516,33.911957,-84.450694,0.0
1517,33.912807,-84.450301,0.0
1518,33.913753,-84.449886,0.0
1519,33.914287,-84.449380,0.0
1520,33.914579,-84.449158,0.0
1521,33.915174,-84.448235,0.0
1522,33.915680,-84.447200,0.0
1523,33.915865,-84.446838,0.0
1524,33.916215,-84.446653,0.0
1525,33.916404,-84.446407,0.0
1526,33.916820,-84.446293,0.0
1527,33.917543,-84.446561,0.0
1528,33.918222,-84.446683,0.0
1529,33.918369,-84.446619,0.0
1530,33.918977,-84.446911,0.0
1531,33.919023,-84.446725,0.0
1532,33.918929,-84.446572,0.0
1533,33.918927,-84.446288,0.0
1534,33.919003,-84.446115,0.0
1535,33.919150,-84.445989,0.0
1536,33.919397,-84.445967,0.0
1537,33.919664,-84.445993,0.0
1538,33.919810,-84.446096,0.0
1539,33.920091,-84.446411,0.0
1540,33.920299,-84.446510,0.0
1541,33.920514,-84.446776,0.0
1542,33.920664,-84.446826,0.0
1543,33.920955,-84.446748,0.0
1544,33.920951,-84.446583,0.0
1545,33.921133,-84.446131,0.0
1546,33.922064,-84.446054,0.0
1547,33.923325,-84.444447,0.0
1548,33.923720,-84.444108,0.0
1549,33.923883,-84.443595,0.0
1550,33.924165,-84.443522,0.0
1551,33.925434,-84.443862,0.0
1552,33.925956,-84.443756,0.0
1553,33.926597,-84.443817,0.0
1554,33.926747,-84.443737,0.0
1555,33.926606,-84.443259,0.0
1556,33.926494,-84.442868,0.0
1557,33.926565,-84.442584,0.0
1558,33.926886,-84.441788,0.0
1559,33.927044,-84.441299,0.0
1560,33.926794,-84.441322,0.0
1561,33.926736,-84.441594,0.0
1562,33.926364,-84.441538,0.0
1563,33.926129,-84.441460,0.0
1564,33.925892,-84.441781,0.0
1565,33.925832,-84.441294,0.0
1566,33.925665,-84.441014,0.0
1567,33.925292,-84.441125,0.0
1568,33.925061,-84.440523,0.0
1569,33.924513,-84.439872,0.0
1570,33.924349,-84.439935,0.0
1571,33.924400,-84.440224,0.0
1572,33.924575,-84.440628,0.0
1573,33.924074,-84.440983,0.0
1574,33.923688,-84.440981,0.0
1575,33.923275,-84.440312,0.0
1576,33.922742,-84.440354,0.0
1577,33.922525,-84.440211,0.0
1578,33.922566,-84.440011,0.0
1579,33.922262,-84.439971,0.0
1580,33.922153,-84.440118,0.0
1581,33.922534,-84.440667,0.0
1582,33.922445,-84.440929,0.0
1583,33.922078,-84.440799,0.0
1584,33.921776,-84.440581,0.0
1585,33.921220,-84.440269,0.0
1586,33.920878,-84.440473,0.0
1587,33.920753,-84.440806,0.0
1588,33.920793,-84.441163,0.0
1589,33.920481,-84.441508,0.0
1590,33.920095,-84.440969,0.0
1591,33.921036,-84.439792,0.0
1592,33.921155,-84.439525,0.0
1593,33.920592,-84.439145,0.0
1594,33.920242,-84.438922,0.0
1595,33.918852,-84.439458,0.0
1596,33.918629,-84.439890,0.0
1597,33.917843,-84.440480,0.0
1598,33.916954,-84.441404,0.0
1599,33.916244,-84.442812,0.0
1600,33.915778,-84.443343,0.0
1601,33.915380,-84.444178,0.0
1602,33.914614,-84.444979,0.0
1603,33.913943,-84.445539,0.0
1604,33.912640,-84.447076,0.0
1605,33.912188,-84.447772,0.0
1606,33.911599,-84.447995,0.0
1607,33.910355,-84.448475,0.0
